t_s,iz_id,x_m,y_m,guven,u_px,v_px,h,s,v
915.886,2,30.576,23.693,0.825,1709.7,414.2,112,81,141
915.886,4,5.529,14.891,0.716,587.2,374.7,128,18,147
915.886,5,19.471,15.048,0.89,1271.1,304.8,97,24,199
915.886,9,20.456,8.092,0.787,1108.0,219.6,45,39,212
915.886,10,37.081,7.239,0.82,1409.1,227.7,140,14,154
915.886,3,28.92,17.097,0.769,1519.9,324.2,90,38,199
915.886,6,34.932,25.005,0.747,1766.6,418.6,26,50,139
915.886,69,48.558,8.318,0.611,1539.6,247.3,120,7,230
915.886,105,40.75,9.756,0.652,1496.6,251.5,104,43,220
915.886,8,41.704,20.763,0.689,1711.0,354.4,18,78,161
915.886,12,31.026,15.274,0.797,1502.1,300.7,94,43,181
915.886,90,37.032,20.955,0.728,1688.5,362.6,106,42,151
915.986,1,13.658,25.623,0.898,1540.8,607.4,101,93,139
915.986,2,30.617,23.678,0.848,1709.6,413.9,112,79,139
915.986,4,5.51,14.898,0.791,586.1,375.1,129,19,147
915.986,5,19.473,15.047,0.889,1271.1,304.8,97,24,199
915.986,9,20.403,8.1,0.831,1106.6,219.7,62,39,210
915.986,10,37.154,6.995,0.728,1405.5,225.8,150,14,160
915.986,3,28.909,17.131,0.792,1520.6,324.7,90,43,209
915.986,6,35.05,25.038,0.746,1767.9,418.7,27,46,137
915.986,69,47.813,8.674,0.649,1539.5,249.2,120,7,231
915.986,105,41.186,9.446,0.529,1495.3,249.4,106,44,210
915.986,8,41.897,20.793,0.62,1712.6,354.5,16,69,158
915.986,12,31.067,15.192,0.807,1500.6,299.7,37,40,178
915.986,90,36.424,21.258,0.738,1691.2,367.1,100,39,150
916.086,1,13.391,25.769,0.908,1540.7,618.5,100,102,137
916.086,2,30.728,23.702,0.837,1711.0,413.9,113,95,140
916.086,4,5.509,14.842,0.829,585.0,373.8,125,17,149
916.086,5,19.476,15.047,0.886,1271.2,304.8,96,26,196
916.086,9,20.306,8.195,0.781,1106.1,220.6,82,42,217
916.086,10,37.024,6.845,0.496,1401.0,224.5,150,13,181
916.086,3,28.876,17.153,0.815,1520.8,325.0,90,46,214
916.086,6,35.485,25.178,0.482,1772.9,419.2,22,61,136
916.086,69,47.662,8.784,0.639,1540.1,249.9,120,7,233
916.086,105,40.575,9.672,0.679,1493.4,250.7,100,44,193
916.086,8,42.178,20.792,0.567,1713.9,354.2,12,76,159
916.086,12,30.986,15.196,0.802,1499.7,299.8,44,40,172
916.086,90,36.366,21.43,0.659,1694.5,369.3,101,45,152
916.186,1,13.286,25.821,0.907,1540.4,622.7,101,101,137
916.186,2,30.756,23.713,0.786,1711.5,413.9,114,105,140
916.186,4,5.515,14.802,0.831,584.7,372.8,113,15,148
916.186,5,19.474,15.045,0.887,1271.1,304.7,96,25,195
916.186,9,20.205,8.311,0.823,1105.9,221.7,79,46,219
916.186,10,36.708,6.793,0.657,1396.0,223.7,135,13,169
916.186,3,28.898,17.151,0.804,1521.0,324.9,90,50,222
916.186,6,35.036,25.374,0.458,1775.4,423.3,22,67,137
916.186,69,47.744,8.774,0.619,1540.6,249.9,120,7,232
916.186,105,40.199,9.777,0.678,1491.5,251.2,102,38,180
916.186,8,42.371,20.838,0.567,1715.7,354.5,10,80,178
916.186,12,30.92,15.216,0.817,1499.3,300.0,30,38,173
916.186,90,36.572,21.493,0.709,1697.2,369.7,102,44,154
916.286,1,13.24,25.838,0.915,1539.9,624.4,101,104,136
916.286,2,30.692,23.755,0.767,1712.1,414.8,113,122,141
916.286,4,5.585,14.835,0.849,590.1,372.8,101,19,147
916.286,5,19.477,15.048,0.885,1271.2,304.8,97,25,198
916.286,9,20.021,8.516,0.802,1105.5,223.7,67,47,224
916.286,10,36.679,6.602,0.667,1392.0,222.2,122,16,165
916.286,3,28.798,17.162,0.815,1520.0,325.2,90,47,219
916.286,6,34.93,25.447,0.615,1776.6,424.7,28,59,138
916.286,69,47.608,8.861,0.632,1540.9,250.4,120,7,231
916.286,105,39.768,9.963,0.663,1490.6,252.4,102,37,190
916.286,8,42.074,20.973,0.404,1716.8,356.2,11,79,170
916.286,12,30.957,15.19,0.753,1499.2,299.7,34,37,176
916.286,90,36.242,21.718,0.526,1700.1,373.0,106,51,146
916.386,1,13.206,25.845,0.91,1539.3,625.4,100,98,135
916.386,2,30.517,23.824,0.625,1712.7,416.4,115,111,143
916.386,4,5.618,14.867,0.86,592.9,373.2,90,17,149
916.386,5,19.477,15.046,0.883,1271.2,304.7,96,25,196
916.386,9,19.893,8.681,0.772,1105.7,225.3,42,45,222
916.386,10,36.671,6.44,0.653,1388.9,221.0,119,22,151
916.386,3,28.77,17.151,0.819,1519.3,325.0,91,47,222
916.386,6,34.819,25.524,0.699,1777.9,426.1,37,48,137
916.386,69,46.571,9.378,0.638,1541.2,253.3,120,7,230
916.386,105,39.62,9.94,0.562,1488.6,252.1,99,46,204
916.386,12,30.835,15.217,0.677,1498.2,300.1,46,41,175
916.386,90,36.212,21.832,0.354,1702.4,374.5,101,47,148
916.486,1,13.196,25.852,0.908,1539.4,625.9,101,101,135
916.486,2,30.457,23.865,0.424,1713.4,417.3,114,114,145
916.486,4,5.596,14.894,0.857,591.9,374.0,90,17,148
916.486,5,19.495,15.035,0.88,1271.4,304.5,96,23,199
916.486,9,19.861,8.772,0.769,1107.0,226.2,49,43,217
916.486,10,36.656,6.308,0.576,1386.3,220.0,135,19,185
916.486,3,28.536,17.142,0.852,1515.9,325.1,93,42,220
916.486,6,34.864,25.557,0.458,1778.9,426.4,34,56,138
916.486,69,46.432,9.416,0.647,1540.8,253.5,120,8,229
916.486,105,39.296,9.977,0.684,1485.9,252.1,101,52,217
916.486,12,30.528,15.263,0.747,1495.3,300.7,35,38,169
916.486,90,36.708,21.893,0.324,1706.7,374.3,104,50,139
916.586,1,13.192,25.853,0.91,1539.3,626.0,101,98,134
916.586,2,30.414,23.889,0.572,1713.7,417.8,105,71,147
916.586,4,5.556,14.926,0.869,589.7,375.2,99,18,149
916.586,5,19.498,15.033,0.879,1271.3,304.5,94,24,199
916.586,9,19.759,8.87,0.789,1106.3,227.2,39,42,209
916.586,10,36.314,6.332,0.707,1382.2,219.7,131,22,200
916.586,3,28.352,17.124,0.881,1512.8,325.1,93,36,208
916.586,6,34.917,25.568,0.585,1779.3,426.4,36,50,135
916.586,69,46.587,9.301,0.617,1540.1,252.8,120,7,225
916.586,105,39.191,9.876,0.705,1482.9,251.2,101,51,197
916.586,12,30.398,15.2,0.736,1492.0,300.0,30,32,169
916.686,1,13.195,25.848,0.916,1539.1,625.8,99,92,136
916.686,2,30.372,23.924,0.764,1714.3,418.5,96,46,148
916.686,4,5.525,14.912,0.866,587.3,375.3,126,19,148
916.686,5,19.501,15.029,0.89,1271.3,304.4,90,20,201
916.686,9,19.81,8.911,0.771,1108.8,227.7,57,32,200
916.686,10,35.841,6.324,0.707,1375.7,219.1,129,18,217
916.686,3,28.222,17.061,0.673,1509.3,324.3,96,26,211
916.686,6,35.164,25.625,0.648,1781.6,426.3,37,47,135
916.686,69,46.891,9.102,0.392,1539.2,251.5,128,5,214
916.686,105,39.003,9.805,0.765,1479.6,250.4,105,49,183
916.686,12,30.291,15.312,0.506,1493.3,301.3,20,34,173
916.786,1,13.158,25.819,0.912,1536.3,625.5,98,78,135
916.786,2,30.201,23.999,0.454,1715.1,420.2,95,43,148
916.786,4,5.484,14.877,0.856,583.9,374.9,126,18,150
916.786,5,19.501,15.027,0.889,1271.3,304.4,90,21,198
916.786,9,19.914,8.931,0.837,1112.4,227.9,52,29,186
916.786,10,35.692,6.261,0.776,1372.5,218.4,131,15,210
916.786,3,28.106,16.997,0.826,1506.0,323.6,97,27,208
916.786,6,35.225,25.68,0.708,1783.1,426.8,37,49,135
916.786,69,46.675,9.14,0.448,1538.2,251.6,128,5,216
916.786,105,38.811,9.774,0.723,1477.0,250.0,110,46,180
916.786,12,30.424,15.042,0.668,1488.5,298.1,25,30,168
916.886,1,13.087,25.78,0.915,1531.9,625.6,94,56,135
916.886,2,29.972,24.078,0.701,1715.5,422.3,86,44,150
916.886,4,5.456,14.877,0.838,582.0,375.2,125,21,149
916.886,5,19.499,15.027,0.89,1271.2,304.4,90,21,198
916.886,9,19.855,8.944,0.608,1111.0,228.0,52,24,184
916.886,10,35.733,6.041,0.72,1368.9,216.8,130,18,198
916.886,3,28.213,16.849,0.837,1503.6,321.6,95,31,211
916.886,6,34.601,25.845,0.511,1784.3,431.3,37,49,136
916.886,69,46.363,9.224,0.613,1537.1,252.0,128,5,222
916.886,105,38.656,9.748,0.685,1474.8,249.6,112,42,172
916.886,12,30.395,14.981,0.731,1486.6,297.4,25,27,169
916.986,1,13.022,25.744,0.925,1527.8,625.6,91,40,134
916.986,2,29.587,24.155,0.651,1714.8,425.0,100,54,150
916.986,4,5.44,14.882,0.839,581.0,375.5,126,21,148
916.986,5,19.499,15.027,0.888,1271.2,304.4,91,21,198
916.986,9,19.821,8.96,0.777,1110.4,228.2,46,26,196
916.986,10,36.01,5.599,0.71,1364.5,213.8,137,16,219
916.986,3,28.479,16.645,0.824,1502.0,318.7,95,43,215
916.986,6,34.158,25.984,0.635,1785.7,434.9,40,48,136
916.986,69,46.106,9.278,0.721,1535.9,252.2,128,5,220
916.986,105,38.594,9.674,0.555,1472.7,249.0,109,33,168
916.986,12,30.228,15.019,0.747,1485.2,297.9,43,30,170
917.086,1,12.979,25.72,0.92,1525.1,625.7,93,41,133
917.086,2,29.557,24.228,0.679,1716.6,426.3,74,40,148
917.086,4,5.434,14.881,0.835,580.6,375.6,126,20,148
917.086,5,19.484,15.032,0.885,1270.9,304.5,91,21,200
917.086,9,19.92,8.843,0.751,1110.4,227.0,44,29,203
917.086,10,35.677,5.511,0.714,1358.2,212.7,122,18,221
917.086,3,28.576,16.561,0.765,1501.2,317.5,95,44,224
917.086,6,33.987,26.051,0.517,1786.6,436.4,42,47,136
917.086,69,45.876,9.308,0.689,1534.6,252.2,128,5,217
917.086,105,38.329,9.637,0.668,1469.1,248.4,112,30,157
917.086,12,30.069,15.067,0.736,1484.2,298.5,75,36,173
917.186,1,12.954,25.703,0.918,1523.3,625.6,94,44,133
917.186,2,29.402,24.232,0.784,1715.6,427.0,90,37,145
917.186,4,5.433,14.885,0.844,580.6,375.7,126,19,150
917.186,5,19.485,15.027,0.883,1270.8,304.4,94,22,202
917.186,9,19.972,8.794,0.78,1110.8,226.5,45,30,213
917.186,10,35.55,5.374,0.723,1353.9,211.5,127,12,225
917.186,3,28.395,16.496,0.83,1496.9,316.8,99,52,218
917.186,6,34.09,26.12,0.618,1788.6,437.0,39,48,135
917.186,69,45.703,9.337,0.691,1533.6,252.3,128,5,213
917.186,105,37.935,9.613,0.725,1464.3,247.9,114,35,149
917.186,12,30.254,14.886,0.647,1482.4,296.3,150,37,175
917.186,8,40.725,21.742,0.461,1725.1,366.2,11,66,153
917.286,1,12.915,25.692,0.92,1521.4,626.0,100,47,133
917.286,2,29.389,24.228,0.721,1715.4,427.0,110,56,141
917.286,4,5.438,14.875,0.837,580.8,375.4,122,20,150
917.286,5,19.474,15.025,0.878,1270.4,304.4,94,21,203
917.286,9,19.953,8.813,0.594,1110.7,226.7,44,32,203
917.286,10,35.41,5.178,0.614,1348.3,209.9,128,9,229
917.286,3,28.282,16.417,0.831,1493.2,315.9,98,50,202
917.286,6,34.325,26.203,0.781,1791.5,437.3,37,48,135
917.286,69,45.586,9.363,0.724,1533.1,252.4,128,5,215
917.286,105,37.843,9.484,0.626,1460.8,246.7,103,39,150
917.286,12,30.72,14.53,0.651,1480.2,292.2,129,32,181
917.286,8,40.553,21.838,0.383,1726.2,367.5,12,57,144
917.386,1,12.891,25.677,0.929,1519.7,626.0,101,76,133
917.386,2,29.579,24.277,0.824,1718.0,427.0,75,37,147
917.386,4,5.444,14.873,0.84,581.1,375.3,122,20,150
917.386,5,19.473,15.024,0.868,1270.4,304.4,95,24,205
917.386,9,19.954,8.817,0.762,1110.8,226.7,40,30,187
917.386,10,34.776,5.258,0.62,1340.7,209.6,106,11,244
917.386,3,28.315,16.311,0.842,1490.9,314.5,99,51,196
917.386,6,34.711,26.285,0.741,1794.8,437.0,32,51,134
917.386,69,45.539,9.374,0.743,1532.9,252.5,128,5,217
917.386,105,37.734,9.424,0.643,1458.4,246.1,97,36,153
917.386,12,30.327,14.653,0.653,1477.7,293.6,90,31,182
917.486,1,12.872,25.663,0.932,1518.3,625.9,101,85,135
917.486,2,29.635,24.306,0.44,1719.2,427.2,78,38,147
917.486,4,5.446,14.868,0.841,581.2,375.1,122,20,150
917.486,5,19.464,15.017,0.875,1269.9,304.3,95,23,210
917.486,9,19.953,8.824,0.811,1110.9,226.8,44,28,195
917.486,10,34.521,5.121,0.664,1334.4,208.3,106,11,247
917.486,3,28.324,16.212,0.82,1488.4,313.2,97,55,189
917.486,6,34.78,26.397,0.738,1797.6,438.3,36,51,134
917.486,69,45.484,9.385,0.742,1532.7,252.5,128,5,218
917.486,105,37.943,9.234,0.661,1457.1,244.7,114,36,180
917.486,12,30.12,14.704,0.521,1476.1,294.2,90,33,176
917.586,1,12.848,25.65,0.926,1516.8,625.9,103,88,134
917.586,2,29.532,24.345,0.696,1719.5,428.3,75,38,149
917.586,4,5.444,14.857,0.818,580.8,374.9,122,19,152
917.586,5,19.448,15.023,0.887,1269.6,304.4,96,24,217
917.586,9,19.941,8.861,0.818,1111.5,227.1,38,37,196
917.586,10,34.734,4.691,0.579,1329.5,205.4,114,7,248
917.586,3,28.563,15.963,0.832,1485.4,309.9,98,59,194
917.586,6,34.552,26.516,0.624,1799.5,440.9,34,52,133
917.586,69,45.411,9.379,0.759,1532.0,252.4,128,5,215
917.586,105,37.81,9.12,0.686,1453.4,243.6,109,37,182
917.586,12,30.029,14.699,0.62,1474.6,294.2,95,35,178
917.686,1,12.821,25.645,0.925,1515.6,626.3,103,89,135
917.686,2,29.218,24.303,0.458,1716.1,428.9,113,57,147
917.686,4,5.449,14.853,0.819,581.1,374.8,122,19,153
917.686,5,19.417,15.061,0.878,1269.9,305.0,96,27,216
917.686,9,19.923,8.875,0.798,1111.3,227.3,38,39,200
917.686,10,34.308,4.66,0.619,1322.6,204.6,120,9,237
917.686,3,28.473,15.868,0.771,1481.6,308.7,96,51,196
917.686,6,34.224,26.615,0.735,1800.6,443.6,34,50,133
917.686,69,45.257,9.408,0.732,1531.2,252.5,128,6,214
917.686,105,37.58,9.004,0.728,1448.6,242.5,99,48,163
917.686,12,29.763,14.77,0.533,1472.6,295.0,97,35,181
917.786,1,12.789,25.654,0.923,1515.1,627.4,102,98,135
917.786,2,29.028,24.278,0.779,1714.1,429.2,117,98,145
917.786,4,5.456,14.844,0.822,581.4,374.5,122,19,153
917.786,5,19.234,15.228,0.885,1270.0,307.9,94,29,214
917.786,9,19.997,8.877,0.797,1113.5,227.3,38,35,196
917.786,10,33.911,4.619,0.497,1315.8,203.7,120,13,226
917.786,3,28.255,15.821,0.814,1477.2,308.3,97,43,190
917.786,6,34.177,26.693,0.689,1802.2,444.9,29,57,135
917.786,69,45.085,9.397,0.693,1529.6,252.3,145,9,221
917.786,105,37.304,8.978,0.811,1444.8,242.0,100,40,151
917.786,8,40.73,22.202,0.286,1734.1,371.2,15,48,126
917.886,1,12.754,25.666,0.921,1514.5,628.7,103,103,134
917.886,2,28.927,24.304,0.771,1714.0,430.1,118,103,145
917.886,4,5.446,14.82,0.845,580.4,374.0,122,18,154
917.886,5,19.088,15.382,0.89,1270.8,310.5,95,26,206
917.886,9,19.981,8.885,0.853,1113.2,227.4,40,32,187
917.886,10,33.77,4.46,0.647,1310.7,202.4,129,15,211
917.886,3,28.028,15.802,0.778,1473.2,308.1,94,39,188
917.886,6,34.164,26.735,0.775,1803.1,445.5,26,64,136
917.886,69,44.791,9.446,0.664,1527.9,252.4,145,10,225
917.886,105,37.044,8.983,0.766,1441.9,241.8,101,41,168
917.886,8,41.366,22.169,0.564,1736.4,369.9,13,54,129
917.886,12,32.442,13.039,0.415,1468.6,276.3,90,28,212
917.986,1,12.719,25.684,0.914,1514.4,630.2,102,108,133
917.986,2,28.465,24.415,0.802,1713.7,433.9,115,102,143
917.986,4,5.449,14.773,0.847,579.7,372.9,122,18,160
917.986,5,18.984,15.529,0.896,1272.5,313.0,97,24,205
917.986,9,19.931,8.891,0.807,1111.9,227.4,32,35,192
917.986,10,33.532,4.421,0.318,1306.3,201.8,129,13,210
917.986,3,27.798,15.802,0.746,1469.7,308.2,94,36,194
917.986,6,34.14,26.755,0.82,1803.5,445.9,31,57,136
917.986,69,44.628,9.494,0.725,1527.4,252.6,145,10,227
917.986,105,37.033,8.928,0.764,1440.7,241.3,101,32,170
917.986,8,41.591,22.225,0.631,1738.5,370.1,10,62,143
918.086,1,12.701,25.694,0.915,1514.3,631.0,102,103,133
918.086,2,28.23,24.489,0.805,1713.9,436.2,114,90,145
918.086,4,5.456,14.753,0.845,579.9,372.4,123,18,162
918.086,5,18.904,15.628,0.883,1273.4,314.7,98,18,197
918.086,9,19.867,8.9,0.744,1110.3,227.5,30,41,201
918.086,10,33.451,4.213,0.565,1301.1,200.1,150,12,197
918.086,3,27.693,15.712,0.827,1465.7,307.1,94,39,196
918.086,6,34.24,26.78,0.784,1804.5,445.9,27,65,135
918.086,69,44.637,9.479,0.702,1527.2,252.5,147,10,229
918.086,105,36.949,8.919,0.753,1439.5,241.1,90,36,165
918.086,8,41.24,22.375,0.645,1739.8,372.3,12,48,134
918.086,12,29.87,14.12,0.674,1458.2,287.5,90,26,173
918.186,1,12.691,25.699,0.917,1514.3,631.5,101,104,133
918.186,2,28.076,24.527,0.825,1713.8,437.5,114,83,144
918.186,4,5.456,14.746,0.833,579.8,372.2,125,18,161
918.186,5,18.902,15.682,0.888,1275.1,315.6,96,16,199
918.186,9,19.763,8.905,0.761,1107.3,227.6,30,42,213
918.186,10,33.339,4.059,0.368,1296.5,198.9,134,20,131
918.186,3,27.875,15.486,0.817,1462.6,304.2,93,36,201
918.186,6,34.228,26.806,0.817,1805.0,446.3,28,63,134
918.186,69,44.576,9.48,0.69,1526.7,252.5,145,10,230
918.186,105,36.533,8.993,0.792,1435.8,241.3,55,31,142
918.186,8,41.189,22.476,0.69,1741.6,373.5,12,54,130
918.186,141,49.966,13.27,0.334,1626.6,284.7,122,12,216
918.286,1,12.69,25.701,0.917,1514.4,631.5,102,108,133
918.286,2,27.993,24.535,0.803,1713.4,438.0,115,92,145
918.286,4,5.468,14.753,0.842,580.7,372.2,123,19,162
918.286,5,18.937,15.706,0.892,1276.9,315.9,97,16,200
918.286,9,19.725,8.886,0.767,1105.7,227.4,90,47,232
918.286,10,33.112,3.933,0.657,1290.5,197.7,145,34,75
918.286,3,28.09,15.246,0.804,1459.7,301.1,92,36,218
918.286,6,34.266,26.817,0.768,1805.4,446.3,29,74,135
918.286,69,44.358,9.522,0.663,1525.6,252.6,145,10,229
918.286,105,36.288,9.001,0.783,1433.0,241.2,97,29,148
918.286,8,41.15,22.536,0.724,1742.6,374.2,11,55,142
918.286,141,50.032,13.257,0.309,1626.8,284.6,121,12,217
918.386,1,12.687,25.708,0.92,1514.7,631.9,102,109,133
918.386,2,27.963,24.537,0.832,1713.2,438.2,117,113,143
918.386,4,5.49,14.77,0.866,582.5,372.4,122,19,157
918.386,5,18.986,15.705,0.895,1278.3,315.8,99,15,201
918.386,9,19.759,8.803,0.773,1104.7,226.6,90,48,238
918.386,10,32.899,3.902,0.74,1286.5,197.1,150,34,83
918.386,3,27.969,15.165,0.815,1455.7,300.2,93,28,210
918.386,6,34.337,26.838,0.713,1806.2,446.3,29,74,135
918.386,69,44.129,9.597,0.699,1524.9,253.0,145,10,231
918.386,105,36.189,8.979,0.715,1431.3,240.9,91,34,171
918.386,8,41.321,22.574,0.703,1744.1,374.4,12,58,146
918.386,141,50.069,13.249,0.304,1626.9,284.5,122,12,215
918.486,1,12.691,25.712,0.921,1515.1,632.0,102,107,134
918.486,2,27.852,24.514,0.871,1711.7,438.3,117,112,136
918.486,4,5.493,14.774,0.879,582.8,372.4,123,20,162
918.486,5,19.008,15.719,0.902,1279.4,316.0,98,15,204
918.486,9,19.892,8.61,0.755,1103.9,224.6,90,42,227
918.486,10,32.714,3.858,0.702,1282.7,196.6,150,25,112
918.486,3,27.927,15.023,0.841,1451.4,298.4,90,24,193
918.486,6,34.288,26.856,0.773,1806.4,446.7,29,72,135
918.486,69,43.95,9.635,0.711,1524.0,253.2,145,10,226
918.486,105,36.445,8.736,0.776,1429.8,239.1,96,41,189
918.486,8,41.244,22.636,0.731,1744.9,375.2,10,66,142
918.486,141,50.092,13.248,0.307,1627.0,284.5,122,12,214
918.486,142,34.762,22.516,0.554,1708.8,386.1,90,54,160
918.586,1,12.693,25.714,0.918,1515.2,632.0,102,108,134
918.586,2,27.709,24.475,0.862,1709.5,438.3,118,109,143
918.586,4,5.492,14.784,0.885,582.9,372.7,122,19,161
918.586,5,19.017,15.726,0.902,1279.9,316.1,97,15,205
918.586,9,19.998,8.461,0.746,1103.5,223.2,60,43,230
918.586,10,32.565,3.789,0.642,1279.0,195.9,150,20,223
918.586,3,28.031,14.788,0.805,1446.9,295.5,90,25,192
918.586,6,34.229,26.848,0.788,1806.0,446.9,28,72,136
918.586,69,43.6,9.774,0.709,1523.3,254.0,145,10,225
918.586,105,36.188,8.803,0.675,1427.9,239.4,99,43,201
918.586,8,41.045,22.731,0.695,1745.9,376.5,9,62,135
918.586,141,50.109,13.24,0.257,1627.0,284.5,122,11,217
918.586,142,34.283,22.424,0.637,1703.7,385.9,80,39,161
918.686,1,12.699,25.719,0.923,1515.7,632.1,102,107,133
918.686,2,27.675,24.422,0.865,1707.7,437.6,117,112,145
918.686,4,5.477,14.795,0.861,582.0,373.1,112,19,155
918.686,5,19.065,15.7,0.909,1280.4,315.6,90,14,204
918.686,9,20.175,8.227,0.735,1103.1,220.9,90,46,237
918.686,10,32.27,3.761,0.733,1273.5,195.3,24,38,216
918.686,3,28.192,14.616,0.83,1445.1,293.4,88,29,194
918.686,6,34.078,26.82,0.817,1804.8,447.1,27,63,133
918.686,69,43.48,9.826,0.671,1523.2,254.3,135,12,220
918.686,105,35.927,8.888,0.787,1426.3,239.9,90,46,185
918.686,8,40.408,22.912,0.673,1746.7,379.6,10,44,117
918.686,142,34.206,22.342,0.688,1701.3,385.0,87,42,157
918.786,1,12.707,25.726,0.917,1516.4,632.1,102,104,132
918.786,2,27.632,24.393,0.87,1706.5,437.3,118,122,145
918.786,4,5.435,14.781,0.868,578.9,373.2,112,20,153
918.786,5,19.085,15.694,0.909,1280.8,315.5,90,15,201
918.786,9,20.282,8.124,0.753,1103.7,219.9,90,43,228
918.786,10,31.94,3.731,0.721,1267.5,194.6,24,53,184
918.786,3,28.054,14.568,0.752,1441.7,292.8,89,27,202
918.786,6,33.903,26.811,0.84,1804.0,447.7,28,62,133
918.786,69,43.288,9.901,0.678,1522.8,254.7,140,12,217
918.786,105,35.81,8.923,0.732,1425.5,240.0,91,46,184
918.786,8,40.114,22.988,0.715,1746.9,381.0,10,44,114
918.786,142,34.383,22.238,0.63,1700.0,383.3,83,38,157
918.886,1,12.711,25.73,0.92,1516.8,632.2,102,101,132
918.886,2,27.396,24.423,0.871,1705.5,438.9,117,121,143
918.886,4,5.378,14.757,0.882,574.6,373.4,109,22,148
918.886,5,19.089,15.692,0.912,1280.9,315.4,90,15,198
918.886,9,20.315,8.084,0.738,1103.7,219.5,91,41,227
918.886,10,31.71,3.689,0.749,1262.8,194.0,135,48,162
918.886,3,27.755,14.556,0.777,1436.5,292.7,78,27,197
918.886,6,33.554,26.854,0.846,1803.7,449.8,26,60,133
918.886,69,43.211,9.89,0.681,1521.9,254.6,141,12,223
918.886,105,35.945,8.872,0.67,1426.2,239.7,96,35,201
918.886,8,40.091,23.014,0.785,1747.3,381.4,9,50,119
918.886,142,34.279,22.177,0.505,1697.9,382.7,94,40,157
918.986,1,12.72,25.73,0.92,1517.1,632.0,102,92,133
918.986,2,27.275,24.415,0.856,1704.3,439.3,116,126,143
918.986,4,5.323,14.728,0.887,570.4,373.3,112,22,144
918.986,5,19.086,15.678,0.907,1280.3,315.2,90,15,197
918.986,9,20.304,8.098,0.758,1103.7,219.6,90,35,229
918.986,10,31.6,3.616,0.738,1259.5,193.3,150,30,161
918.986,3,27.654,14.576,0.782,1435.4,293.0,87,26,219
918.986,6,33.419,26.863,0.82,1803.4,450.5,26,60,134
918.986,69,43.244,9.848,0.697,1521.5,254.3,141,13,217
918.986,105,35.208,9.296,0.352,1425.2,242.7,94,39,219
918.986,8,40.093,23.053,0.787,1748.1,381.8,7,54,119
918.986,142,33.95,22.093,0.708,1693.8,382.3,87,36,159
919.086,1,12.726,25.733,0.92,1517.4,632.0,102,86,133
919.086,2,27.268,24.336,0.858,1701.9,438.0,116,129,142
919.086,4,5.286,14.704,0.878,567.5,373.2,114,21,146
919.086,5,19.039,15.67,0.894,1278.7,315.2,92,15,194
919.086,9,20.316,8.089,0.792,1103.9,219.6,90,39,229
919.086,10,31.584,3.528,0.592,1257.6,192.7,150,18,218
919.086,3,27.649,14.533,0.811,1434.2,292.5,89,24,234
919.086,6,33.418,26.872,0.819,1803.6,450.6,25,62,134
919.086,69,43.291,9.787,0.75,1520.9,253.8,141,14,214
919.086,105,35.345,9.165,0.575,1424.3,241.7,96,38,226
919.086,8,40.118,23.085,0.793,1748.9,382.1,11,55,118
919.086,142,33.813,22.024,0.702,1691.2,381.7,99,51,157
919.186,1,12.732,25.739,0.917,1518.0,632.1,102,81,133
919.186,2,27.027,24.297,0.863,1698.8,438.5,117,119,148
919.186,4,5.27,14.7,0.822,566.4,373.3,118,19,147
919.186,5,18.959,15.673,0.895,1276.5,315.4,92,15,197
919.186,9,20.506,7.897,0.788,1104.8,217.8,92,43,230
919.186,10,31.506,3.416,0.688,1254.1,191.8,148,27,179
919.186,3,27.863,14.341,0.797,1432.8,290.1,90,27,244
919.186,6,33.333,26.879,0.824,1803.5,451.1,26,63,135
919.186,69,42.915,9.964,0.734,1520.6,254.9,150,15,220
919.186,105,35.292,9.124,0.305,1422.8,241.3,95,36,207
919.186,8,40.171,23.108,0.69,1749.5,382.3,14,53,118
919.186,142,33.597,21.96,0.708,1688.2,381.4,86,40,159
919.27,1,12.728,25.745,0.918,1518.2,632.4,102,85,133
919.27,2,26.928,24.248,0.841,1696.5,438.1,117,124,152
919.27,4,5.262,14.702,0.844,565.9,373.4,120,19,147
919.27,5,18.971,15.626,0.894,1275.3,314.6,90,15,197
919.27,9,20.546,7.81,0.799,1103.9,217.0,92,45,231
919.27,10,31.282,3.313,0.764,1248.3,190.7,150,23,158
919.27,3,27.858,14.321,0.734,1432.2,289.9,90,41,249
919.27,6,33.243,26.907,0.823,1803.8,451.9,26,62,135
919.27,69,42.773,10.061,0.765,1521.1,255.6,145,13,218
919.27,105,35.978,8.565,0.325,1420.6,237.2,96,40,202
919.27,8,40.345,23.143,0.669,1751.0,382.4,12,68,123
919.27,142,33.322,21.908,0.672,1685.0,381.3,90,40,164
919.27,12,28.145,13.563,0.569,1417.7,281.0,58,29,173
919.37,1,12.737,25.745,0.919,1518.5,632.2,102,90,134
919.37,2,26.651,24.189,0.811,1692.3,438.4,119,120,159
919.37,4,5.203,14.665,0.827,561.3,373.2,125,18,147
919.37,5,18.948,15.617,0.892,1274.3,314.5,90,13,197
919.37,9,20.606,7.822,0.74,1105.9,217.1,90,43,233
919.37,10,30.967,3.371,0.777,1243.9,190.7,150,25,97
919.37,3,27.851,14.328,0.759,1432.2,290.0,92,39,249
919.37,6,33.196,26.9,0.825,1803.5,452.0,26,65,135
919.37,69,42.8,10.039,0.774,1520.9,255.4,145,13,220
