t_s,iz_id,x_m,y_m,guven,u_px,v_px,h,s,v
935.223,181,27.474,6.188,0.549,1234.2,207.8,150,17,213
935.223,142,26.627,21.688,0.836,1618.2,396.0,99,76,183
935.223,9,15.364,5.877,0.874,895.1,201.8,119,47,113
935.323,5,8.41,16.134,0.885,811.3,373.9,101,35,181
935.323,3,21.88,17.41,0.878,1407.8,338.1,90,30,211
935.323,6,23.31,21.672,0.867,1574.2,408.1,52,43,182
935.323,8,33.444,20.881,0.807,1661.5,367.5,26,36,175
935.323,12,21.744,12.253,0.792,1249.9,265.1,30,48,195
935.323,105,27.141,10.57,0.673,1326.2,247.9,94,36,164
935.323,69,33.68,13.273,0.769,1489.5,279.1,30,5,233
935.323,4,6.326,13.53,0.837,615.7,337.6,106,19,160
935.323,171,8.264,24.02,0.896,1171.6,674.3,103,74,147
935.323,173,13.947,20.849,0.901,1307.7,448.2,118,36,177
935.323,181,27.501,6.337,0.334,1237.8,209.1,150,18,213
935.323,142,26.723,21.623,0.817,1617.5,394.6,97,72,184
935.323,9,15.825,5.794,0.554,909.7,200.6,43,50,154
935.423,5,8.531,16.199,0.868,821.2,374.3,104,31,178
935.423,3,22.064,17.325,0.868,1409.1,336.3,96,26,209
935.423,6,23.524,21.591,0.885,1574.7,405.7,26,49,184
935.423,8,33.356,20.871,0.81,1660.6,367.6,46,32,176
935.423,12,21.886,12.236,0.795,1253.1,264.8,27,45,202
935.423,105,27.627,10.546,0.719,1334.8,248.0,95,43,195
935.423,69,33.746,13.231,0.777,1489.3,278.7,30,6,243
935.423,4,6.524,13.575,0.861,628.9,336.6,83,19,164
935.423,171,8.368,24.074,0.923,1183.3,674.0,103,70,148
935.423,173,14.169,20.748,0.893,1311.8,443.4,118,57,176
935.423,181,26.747,7.22,0.428,1241.5,215.8,44,17,219
935.423,142,27.11,21.428,0.794,1616.2,390.3,99,78,181
935.423,9,16.096,5.991,0.861,923.1,202.0,32,57,191
935.523,5,8.725,16.123,0.891,831.3,370.7,104,26,176
935.523,3,22.187,17.306,0.871,1411.2,335.8,95,38,213
935.523,6,23.692,21.555,0.875,1576.0,404.4,34,41,184
935.523,8,33.334,20.842,0.815,1659.8,367.2,42,40,176
935.523,12,21.951,12.213,0.848,1254.1,264.5,30,36,204
935.523,105,27.918,10.514,0.787,1339.5,247.8,99,43,216
935.523,69,33.681,13.265,0.753,1489.3,279.0,30,5,239
935.523,4,6.612,13.684,0.868,636.4,337.9,75,21,163
935.523,171,8.438,24.102,0.925,1190.4,673.3,101,50,147
935.523,173,14.454,20.669,0.892,1319.2,438.8,120,132,172
935.523,181,28.129,6.142,0.663,1246.2,208.2,150,16,219
935.523,142,27.328,21.336,0.82,1616.0,388.2,101,92,185
935.523,9,16.452,6.075,0.552,937.0,202.4,91,55,159
935.623,5,8.835,16.1,0.902,837.6,369.2,102,20,179
935.623,3,22.244,17.289,0.873,1411.8,335.4,96,33,216
935.623,6,24.039,21.47,0.872,1578.3,401.5,39,46,185
935.623,8,33.285,20.834,0.824,1659.2,367.2,38,33,176
935.623,12,22.047,12.221,0.823,1256.7,264.6,34,36,207
935.623,105,28.05,10.568,0.821,1343.1,248.5,98,35,225
935.623,69,33.632,13.295,0.754,1489.4,279.3,30,5,246
935.623,4,6.707,13.714,0.91,642.9,337.6,54,24,162
935.623,171,8.484,24.153,0.906,1197.3,674.6,99,34,146
935.623,173,14.631,20.595,0.894,1322.6,435.4,119,132,184
935.623,181,28.279,6.195,0.578,1250.2,208.8,128,15,216
935.623,142,27.558,21.268,0.831,1616.7,386.4,101,79,179
935.623,9,16.665,6.298,0.826,948.9,204.1,104,49,163
935.723,5,8.94,16.081,0.899,843.7,367.9,99,23,181
935.723,3,22.284,17.273,0.835,1412.2,335.1,97,37,212
935.723,6,24.347,21.359,0.867,1579.1,398.4,26,46,186
935.723,8,33.237,20.829,0.836,1658.7,367.2,37,35,176
935.723,12,22.249,12.104,0.863,1258.6,263.2,41,45,199
935.723,105,28.101,10.635,0.856,1345.6,249.2,97,28,213
935.723,69,33.628,13.301,0.768,1489.4,279.4,30,5,244
935.723,4,6.779,13.703,0.894,647.2,336.8,58,23,161
935.723,171,8.643,24.185,0.888,1211.1,671.5,101,41,144
935.723,173,14.729,20.563,0.894,1324.7,433.7,118,117,190
